"disYear","disMonth","cityCode","citySggName","disQuantity"
"2021","01","W23","수원시장안구",709.96025
"2021","01","W24","수원시권선구",1064.1355
"2021","01","W25","수원시팔달구",331.79845
"2021","01","W26","수원시영통구",1420.22855
"2021","01","W2B","안양시",233.05285
"2021","01","W2V","의왕시",603.0573
"2021","01","W31","이천시",447.4987
"2021","01","W37","포천시",186.7042
"2021","02","W23","수원시장안구",688.83835
"2021","02","W24","수원시권선구",1015.07805
"2021","02","W25","수원시팔달구",324.69425
"2021","02","W26","수원시영통구",1308.4066
"2021","02","W2B","안양시",232.8244
"2021","02","W2V","의왕시",601.4608
"2021","02","W31","이천시",411.3885
"2021","02","W37","포천시",187.4562
"2021","03","W23","수원시장안구",721.37575
"2021","03","W24","수원시권선구",1077.93985
"2021","03","W25","수원시팔달구",356.58845
"2021","03","W26","수원시영통구",1400.89525
"2021","03","W2B","안양시",242.92995
"2021","03","W2V","의왕시",637.80185
"2021","03","W31","이천시",431.86855
"2021","03","W37","포천시",195.0195
"2021","04","W23","수원시장안구",683.58365
"2021","04","W24","수원시권선구",1023.43505
"2021","04","W25","수원시팔달구",348.88295
"2021","04","W26","수원시영통구",1339.0585
"2021","04","W2B","안양시",240.8086
"2021","04","W2V","의왕시",622.8087
"2021","04","W31","이천시",405.67905
"2021","04","W37","포천시",186.6964
"2021","05","W23","수원시장안구",780.18235
"2021","05","W24","수원시권선구",1182.391549
"2021","05","W25","수원시팔달구",405.29145
"2021","05","W26","수원시영통구",1513.20501
"2021","05","W2B","안양시",294.8051
"2021","05","W2V","의왕시",692.12365
"2021","05","W31","이천시",463.57625
"2021","05","W37","포천시",209.6865
"2021","06","W23","수원시장안구",820.68675
"2021","06","W24","수원시권선구",1232.81535
"2021","06","W25","수원시팔달구",428.11815
"2021","06","W26","수원시영통구",1590.77025
"2021","06","W2B","안양시",327.970014
"2021","06","W2V","의왕시",725.1455
"2021","06","W31","이천시",481.73695
"2021","06","W37","포천시",220.29035
"2021","07","W23","수원시장안구",959.4068
"2021","07","W24","수원시권선구",1425.4237
"2021","07","W25","수원시팔달구",499.37725
"2021","07","W26","수원시영통구",1824.598
"2021","07","W2B","안양시",394.372178
"2021","07","W2V","의왕시",812.7252
"2021","07","W31","이천시",585.96985
"2021","07","W37","포천시",258.94095
"2021","08","W23","수원시장안구",880.92285
"2021","08","W24","수원시권선구",1305.137
"2021","08","W25","수원시팔달구",459.8765
"2021","08","W26","수원시영통구",1673.246551
"2021","08","W2B","안양시",366.6983
"2021","08","W2V","의왕시",755.578801
"2021","08","W31","이천시",549.3215
"2021","08","W37","포천시",243.3458
"2021","09","W23","수원시장안구",846.13375
"2021","09","W24","수원시권선구",1249.41435
"2021","09","W25","수원시팔달구",441.76295
"2021","09","W26","수원시영통구",1565.79575
"2021","09","W2B","안양시",370.30115
"2021","09","W2V","의왕시",715.612651
"2021","09","W31","이천시",502.887415
"2021","09","W37","포천시",228.22815
"2021","10","W23","수원시장안구",813.69445
"2021","10","W24","수원시권선구",1186.4174
"2021","10","W25","수원시팔달구",415.4655
"2021","10","W26","수원시영통구",1499.4698
"2021","10","W2B","안양시",363.5094
"2021","10","W2V","의왕시",684.792798
"2021","10","W31","이천시",482.536562
"2021","10","W37","포천시",218.037
"2021","11","W23","수원시장안구",868.6621
"2021","11","W24","수원시권선구",1256.067199
"2021","11","W25","수원시팔달구",439.44635
"2021","11","W26","수원시영통구",1547.5487
"2021","11","W2B","안양시",385.552305
"2021","11","W2V","의왕시",771.449351
"2021","11","W31","이천시",496.961386
"2021","11","W37","포천시",212.8247
"2021","12","W23","수원시장안구",767.5608
"2021","12","W24","수원시권선구",1102.39705
"2021","12","W25","수원시팔달구",390.9863
"2021","12","W26","수원시영통구",1423.22115
"2021","12","W2B","안양시",372.2671
"2021","12","W2V","의왕시",654.96835
"2021","12","W31","이천시",441.381727
"2021","12","W37","포천시",186.65015
