"disYear","disMonth","cityCode","citySggName","disQuantity"
"2019","01","W23","수원시장안구",2270650350
"2019","01","W24","수원시권선구",3323080500
"2019","01","W25","수원시팔달구",1044237450
"2019","01","W26","수원시영통구",4035067650
"2019","01","W37","포천시",595039500
"2019","02","W23","수원시장안구",1433882100
"2019","02","W24","수원시권선구",2133824000
"2019","02","W25","수원시팔달구",664339100
"2019","02","W26","수원시영통구",2557897100
"2019","02","W37","포천시",393759200
"2019","03","W23","수원시장안구",1435521300
"2019","03","W24","수원시권선구",2154091200
"2019","03","W25","수원시팔달구",662515100
"2019","03","W26","수원시영통구",2596002400
"2019","03","W37","포천시",390299100
"2019","04","W23","수원시장안구",1377611900
"2019","04","W24","수원시권선구",2078798000
"2019","04","W25","수원시팔달구",637754700
"2019","04","W26","수원시영통구",2560621700
"2019","04","W37","포천시",380536300
"2019","05","W23","수원시장안구",1550583400
"2019","05","W24","수원시권선구",2329890700
"2019","05","W25","수원시팔달구",716460300
"2019","05","W26","수원시영통구",2882378620
"2019","05","W37","포천시",435696900
"2019","06","W23","수원시장안구",1662657400
"2019","06","W24","수원시권선구",2497879600
"2019","06","W25","수원시팔달구",768145800
"2019","06","W26","수원시영통구",3085215900
"2019","06","W37","포천시",454993100
"2019","07","W23","수원시장안구",1825968300
"2019","07","W24","수원시권선구",2733669800
"2019","07","W25","수원시팔달구",853202400
"2019","07","W26","수원시영통구",3409548402
"2019","07","W37","포천시",519248800
"2019","08","W23","수원시장안구",1728835100
"2019","08","W24","수원시권선구",2538839000
"2019","08","W25","수원시팔달구",795199700
"2019","08","W26","수원시영통구",3186438400
"2019","08","W37","포천시",489145500
"2019","09","W23","수원시장안구",1674854100
"2019","09","W24","수원시권선구",2499194400
"2019","09","W25","수원시팔달구",783202700
"2019","09","W26","수원시영통구",3042988100
"2019","09","W37","포천시",481915100
"2019","10","W23","수원시장안구",1514039000
"2019","10","W24","수원시권선구",2248803900
"2019","10","W25","수원시팔달구",696051700
"2019","10","W26","수원시영통구",2831182098
"2019","10","W37","포천시",436631300
"2019","11","W23","수원시장안구",1722287800
"2019","11","W24","수원시권선구",2563254698
"2019","11","W25","수원시팔달구",793609798
"2019","11","W26","수원시영통구",3176365000
"2019","11","W37","포천시",481882200
"2019","12","W23","수원시장안구",1527469900
"2019","12","W24","수원시권선구",2279732396
"2019","12","W25","수원시팔달구",704510696
"2019","12","W26","수원시영통구",2898789900
"2019","12","W37","포천시",401313000
