"disYear","disMonth","cityCode","citySggName","disQuantity"
"2019","01","W23","수원시장안구",756.88345
"2019","01","W24","수원시권선구",1107.6935
"2019","01","W25","수원시팔달구",348.07915
"2019","01","W26","수원시영통구",1345.02255
"2019","01","W2B","안양시",130.5686
"2019","01","W2V","의왕시",677.1616
"2019","01","W31","이천시",439.3221
"2019","01","W37","포천시",198.3465
"2019","02","W23","수원시장안구",716.94105
"2019","02","W24","수원시권선구",1066.912
"2019","02","W25","수원시팔달구",332.16955
"2019","02","W26","수원시영통구",1278.94855
"2019","02","W2B","안양시",124.8565
"2019","02","W2V","의왕시",654.2053
"2019","02","W31","이천시",414.6767
"2019","02","W37","포천시",196.8796
"2019","03","W23","수원시장안구",717.76065
"2019","03","W24","수원시권선구",1077.0456
"2019","03","W25","수원시팔달구",331.25755
"2019","03","W26","수원시영통구",1298.0012
"2019","03","W2B","안양시",131.47425
"2019","03","W2V","의왕시",646.10685
"2019","03","W31","이천시",413.361
"2019","03","W37","포천시",195.14955
"2019","04","W23","수원시장안구",688.80595
"2019","04","W24","수원시권선구",1039.399
"2019","04","W25","수원시팔달구",318.87735
"2019","04","W26","수원시영통구",1280.31085
"2019","04","W2B","안양시",138.58995
"2019","04","W2V","의왕시",629.797649
"2019","04","W31","이천시",396.46065
"2019","04","W37","포천시",190.26815
"2019","05","W23","수원시장안구",775.2917
"2019","05","W24","수원시권선구",1164.94535
"2019","05","W25","수원시팔달구",358.23015
"2019","05","W26","수원시영통구",1441.18931
"2019","05","W2B","안양시",166.07915
"2019","05","W2V","의왕시",730.19553
"2019","05","W31","이천시",444.9196
"2019","05","W37","포천시",217.84845
"2019","06","W23","수원시장안구",831.3287
"2019","06","W24","수원시권선구",1248.9398
"2019","06","W25","수원시팔달구",384.0729
"2019","06","W26","수원시영통구",1542.60795
"2019","06","W2B","안양시",182.73085
"2019","06","W2V","의왕시",737.369799
"2019","06","W31","이천시",474.3774
"2019","06","W37","포천시",227.49655
"2019","07","W23","수원시장안구",912.98415
"2019","07","W24","수원시권선구",1366.8349
"2019","07","W25","수원시팔달구",426.6012
"2019","07","W26","수원시영통구",1704.774201
"2019","07","W2B","안양시",199.7039
"2019","07","W2V","의왕시",863.677888
"2019","07","W31","이천시",549.32385
"2019","07","W37","포천시",259.6244
"2019","08","W23","수원시장안구",864.41755
"2019","08","W24","수원시권선구",1269.4195
"2019","08","W25","수원시팔달구",397.59985
"2019","08","W26","수원시영통구",1593.2192
"2019","08","W2B","안양시",188.94405
"2019","08","W2V","의왕시",781.444245
"2019","08","W31","이천시",522.59775
"2019","08","W37","포천시",244.57275
"2019","09","W23","수원시장안구",837.42705
"2019","09","W24","수원시권선구",1249.5972
"2019","09","W25","수원시팔달구",391.60135
"2019","09","W26","수원시영통구",1521.49405
"2019","09","W2B","안양시",191.2816
"2019","09","W2V","의왕시",741.428046
"2019","09","W31","이천시",497.9183
"2019","09","W37","포천시",240.95755
"2019","10","W23","수원시장안구",757.0195
"2019","10","W24","수원시권선구",1124.40195
"2019","10","W25","수원시팔달구",348.02585
"2019","10","W26","수원시영통구",1415.591049
"2019","10","W2B","안양시",169.1789
"2019","10","W2V","의왕시",698.134495
"2019","10","W31","이천시",447.450798
"2019","10","W37","포천시",218.31565
"2019","11","W23","수원시장안구",861.1439
"2019","11","W24","수원시권선구",1281.627349
"2019","11","W25","수원시팔달구",396.804899
"2019","11","W26","수원시영통구",1588.1825
"2019","11","W2B","안양시",191.6663
"2019","11","W2V","의왕시",767.225589
"2019","11","W31","이천시",500.546697
"2019","11","W37","포천시",240.9411
"2019","12","W23","수원시장안구",763.73495
"2019","12","W24","수원시권선구",1139.866198
"2019","12","W25","수원시팔달구",352.255348
"2019","12","W26","수원시영통구",1449.39495
"2019","12","W2B","안양시",175.17125
"2019","12","W2V","의왕시",701.486594
"2019","12","W31","이천시",433.233349
"2019","12","W37","포천시",200.6565
