"disYear","disMonth","cityCode","citySggName","disQuantity"
"2020","01","W23","수원시장안구",794.59735
"2020","01","W24","수원시권선구",1189.01
"2020","01","W25","수원시팔달구",369.20395
"2020","01","W26","수원시영통구",1494.02844
"2020","01","W2B","안양시",165.023299
"2020","01","W2V","의왕시",691.074996
"2020","01","W31","이천시",459.10265
"2020","01","W37","포천시",218.05725
"2020","02","W23","수원시장안구",738.9064
"2020","02","W24","수원시권선구",1094.23265
"2020","02","W25","수원시팔달구",342.9476
"2020","02","W26","수원시영통구",1407.00842
"2020","02","W2B","안양시",174.7873
"2020","02","W2V","의왕시",637.098497
"2020","02","W31","이천시",432.04755
"2020","02","W37","포천시",199.42295
"2020","03","W23","수원시장안구",779.97555
"2020","03","W24","수원시권선구",1148.50445
"2020","03","W25","수원시팔달구",359.743499
"2020","03","W26","수원시영통구",1491.8255
"2020","03","W2B","안양시",202.129117
"2020","03","W2V","의왕시",704.351145
"2020","03","W31","이천시",453.787348
"2020","03","W37","포천시",210.0464
"2020","04","W23","수원시장안구",726.8222
"2020","04","W24","수원시권선구",1063.592199
"2020","04","W25","수원시팔달구",330.89175
"2020","04","W26","수원시영통구",1402.3674
"2020","04","W2B","안양시",203.341
"2020","04","W2V","의왕시",667.609746
"2020","04","W31","이천시",422.2692
"2020","04","W37","포천시",198.2227
"2020","05","W23","수원시장안구",825.75135
"2020","05","W24","수원시권선구",1221.385599
"2020","05","W25","수원시팔달구",380.18395
"2020","05","W26","수원시영통구",1585.158785
"2020","05","W2B","안양시",241.692298
"2020","05","W2V","의왕시",731.291642
"2020","05","W31","이천시",489.318548
"2020","05","W37","포천시",223.61875
"2020","06","W23","수원시장안구",874.15485
"2020","06","W24","수원시권선구",1302.7673
"2020","06","W25","수원시팔달구",404.7769
"2020","06","W26","수원시영통구",1668.31515
"2020","06","W2B","안양시",252.937198
"2020","06","W2V","의왕시",787.596702
"2020","06","W31","이천시",517.728099
"2020","06","W37","포천시",231.81325
"2020","07","W23","수원시장안구",916.3795
"2020","07","W24","수원시권선구",1371.863647
"2020","07","W25","수원시팔달구",422.3405
"2020","07","W26","수원시영통구",1745.02817
"2020","07","W2B","안양시",265.793313
"2020","07","W2V","의왕시",813.859436
"2020","07","W31","이천시",556.252747
"2020","07","W37","포천시",246.85965
"2020","08","W23","수원시장안구",872.3783
"2020","08","W24","수원시권선구",1301.92555
"2020","08","W25","수원시팔달구",400.73545
"2020","08","W26","수원시영통구",1661.6976
"2020","08","W2B","안양시",257.52635
"2020","08","W2V","의왕시",767.59865
"2020","08","W31","이천시",537.64225
"2020","08","W37","포천시",237.8695
"2020","09","W23","수원시장안구",773.38145
"2020","09","W24","수원시권선구",1130.6242
"2020","09","W25","수원시팔달구",353.6334
"2020","09","W26","수원시영통구",1468.87805
"2020","09","W2B","안양시",231.525964
"2020","09","W2V","의왕시",667.4945
"2020","09","W31","이천시",465.47255
"2020","09","W37","포천시",207.1138
"2020","10","W23","수원시장안구",757.64305
"2020","10","W24","수원시권선구",1125.07699
"2020","10","W25","수원시팔달구",352.5547
"2020","10","W26","수원시영통구",1449.4042
"2020","10","W2B","안양시",229.93655
"2020","10","W2V","의왕시",672.7024
"2020","10","W31","이천시",462.05235
"2020","10","W37","포천시",210.3279
"2020","11","W23","수원시장안구",873.9651
"2020","11","W24","수원시권선구",1295.38765
"2020","11","W25","수원시팔달구",403.6463
"2020","11","W26","수원시영통구",1634.3616
"2020","11","W2B","안양시",266.81355
"2020","11","W2V","의왕시",786.6621
"2020","11","W31","이천시",519.04165
"2020","11","W37","포천시",226.48195
"2020","12","W23","수원시장안구",811.50195
"2020","12","W24","수원시권선구",1196.81785
"2020","12","W25","수원시팔달구",374.49325
"2020","12","W26","수원시영통구",1577.22061
"2020","12","W2B","안양시",251.1529
"2020","12","W2V","의왕시",702.50705
"2020","12","W31","이천시",475.96325
"2020","12","W37","포천시",197.22185
