"year","month","day","dotw","sido","signgu","quantity","quantity_rt","cnt","cnt_rt"
2018,11,1,"thu","경기도","수원시장안구",25207300,2.82,15361,3.32
2018,11,1,"thu","경기도","수원시권선구",35383400,2.68,21290,3.14
2018,11,1,"thu","경기도","수원시팔달구",10877550,2.64,6972,3.14
2018,11,1,"thu","경기도","수원시영통구",41731400,2.68,26246,3.15
2018,11,1,"thu","경기도","성남시중원구",104800,2.02,87,2.82
2018,11,1,"thu","경기도","성남시분당구",382150,2.52,281,2.95
2018,11,1,"thu","경기도","의정부시",4486950,2.84,2607,3.17
2018,11,1,"thu","경기도","안양시",3387450,2.65,2018,2.96
2018,11,1,"thu","경기도","부천시",12017100,2.69,7315,3.15
2018,11,1,"thu","경기도","평택시",6770700,2.52,3718,3.06
2018,11,1,"thu","경기도","동두천시",6439150,2.76,3593,3.12
2018,11,1,"thu","경기도","고양시",380900,2.9,363,3.78
2018,11,1,"thu","경기도","구리시",19899500,2.31,6350,3.07
2018,11,1,"thu","경기도","남양주시",11868500,2.94,6634,3.37
2018,11,1,"thu","경기도","오산시",23086850,2.67,12768,3.17
2018,11,1,"thu","경기도","시흥시",1185250,2.45,713,2.96
2018,11,1,"thu","경기도","군포시",4960650,2.49,3167,2.98
2018,11,1,"thu","경기도","의왕시",17140250,2.05,3546,2.97
2018,11,1,"thu","경기도","하남시",3035500,3.43,60,3.43
2018,11,1,"thu","경기도","용인시",98346150,2.72,58828,3.15
2018,11,1,"thu","경기도","파주시",25019400,2.8,14286,3.23
2018,11,1,"thu","경기도","이천시",13532450,2.62,6311,3.08
2018,11,1,"thu","경기도","화성시",73981500,2.63,39645,3.07
2018,11,1,"thu","경기도","광주시",79968,2.94,41,3.23
2018,11,1,"thu","경기도","양주시",15586950,2.76,9110,3.2
2018,11,1,"thu","경기도","포천시",6542400,2.73,3316,2.98
2018,11,1,"thu","경기도","여주시",4347900,2.62,2000,3.03
2018,11,2,"fri","경기도","수원시장안구",22891300,2.56,14070,3.04
2018,11,2,"fri","경기도","수원시권선구",34958850,2.65,21224,3.13
2018,11,2,"fri","경기도","수원시팔달구",11207350,2.72,6943,3.13
2018,11,2,"fri","경기도","수원시영통구",40608500,2.61,25523,3.06
2018,11,2,"fri","경기도","성남시중원구",131450,2.54,103,3.34
2018,11,2,"fri","경기도","성남시분당구",457000,3.02,308,3.23
2018,11,2,"fri","경기도","의정부시",4138550,2.62,2438,2.96
2018,11,2,"fri","경기도","안양시",3496250,2.73,2091,3.07
2018,11,2,"fri","경기도","부천시",12567250,2.82,7590,3.27
2018,11,2,"fri","경기도","평택시",7257350,2.7,3904,3.21
2018,11,2,"fri","경기도","동두천시",6611450,2.84,3763,3.27
2018,11,2,"fri","경기도","고양시",299500,2.28,270,2.81
2018,11,2,"fri","경기도","구리시",28010700,3.26,6722,3.25
2018,11,2,"fri","경기도","남양주시",11615600,2.88,6369,3.23
2018,11,2,"fri","경기도","오산시",23586600,2.73,12953,3.21
2018,11,2,"fri","경기도","시흥시",1275150,2.63,767,3.18
2018,11,2,"fri","경기도","군포시",5020050,2.52,3263,3.07
2018,11,2,"fri","경기도","의왕시",28289550,3.38,3935,3.3
2018,11,2,"fri","경기도","하남시",3414000,3.86,69,3.94
2018,11,2,"fri","경기도","용인시",97309450,2.69,57655,3.09
2018,11,2,"fri","경기도","파주시",25373500,2.84,14397,3.25
2018,11,2,"fri","경기도","이천시",13651150,2.65,6264,3.05
2018,11,2,"fri","경기도","화성시",75690490,2.69,39994,3.1
2018,11,2,"fri","경기도","광주시",50000,1.84,27,2.13
2018,11,2,"fri","경기도","양주시",15960200,2.83,9296,3.26
2018,11,2,"fri","경기도","포천시",7442200,3.1,3759,3.37
2018,11,2,"fri","경기도","여주시",4581900,2.76,2075,3.15
2018,11,3,"sat","경기도","수원시장안구",24772250,2.77,13956,3.01
2018,11,3,"sat","경기도","수원시권선구",37548350,2.85,21188,3.12
2018,11,3,"sat","경기도","수원시팔달구",11784600,2.86,6945,3.13
2018,11,3,"sat","경기도","수원시영통구",44547700,2.86,25681,3.08
2018,11,3,"sat","경기도","성남시중원구",112450,2.17,92,2.98
2018,11,3,"sat","경기도","성남시분당구",497950,3.29,288,3.02
2018,11,3,"sat","경기도","의정부시",5242950,3.32,2741,3.33
2018,11,3,"sat","경기도","안양시",3969700,3.1,2297,3.37
2018,11,3,"sat","경기도","부천시",13542500,3.04,7687,3.31
2018,11,3,"sat","경기도","평택시",7796550,2.9,3824,3.15
2018,11,3,"sat","경기도","동두천시",7551350,3.24,3787,3.29
2018,11,3,"sat","경기도","고양시",355850,2.71,282,2.94
2018,11,3,"sat","경기도","구리시",19911950,2.32,6129,2.97
2018,11,3,"sat","경기도","남양주시",11886450,2.95,6226,3.16
2018,11,3,"sat","경기도","오산시",25742850,2.98,13304,3.3
2018,11,3,"sat","경기도","시흥시",1351600,2.79,766,3.18
2018,11,3,"sat","경기도","군포시",5458900,2.74,3209,3.02
2018,11,3,"sat","경기도","의왕시",19412050,2.32,3817,3.2
2018,11,3,"sat","경기도","하남시",2517500,2.84,58,3.31
2018,11,3,"sat","경기도","용인시",103455100,2.86,57709,3.09
2018,11,3,"sat","경기도","파주시",26966700,3.02,14064,3.18
2018,11,3,"sat","경기도","이천시",15111950,2.93,6551,3.19
2018,11,3,"sat","경기도","화성시",79905530,2.84,39754,3.08
2018,11,3,"sat","경기도","양주시",17224350,3.05,9206,3.23
2018,11,3,"sat","경기도","포천시",7971650,3.32,3762,3.38
2018,11,3,"sat","경기도","여주시",5255200,3.17,2201,3.34
2018,11,4,"sun","경기도","수원시장안구",34289400,3.83,18435,3.98
2018,11,4,"sun","경기도","수원시권선구",50862950,3.86,27167,4.01
2018,11,4,"sun","경기도","수원시팔달구",15000200,3.64,8132,3.66
2018,11,4,"sun","경기도","수원시영통구",58123350,3.73,32046,3.85
2018,11,4,"sun","경기도","성남시중원구",253950,4.9,141,4.57
2018,11,4,"sun","경기도","성남시분당구",521050,3.44,349,3.66
2018,11,4,"sun","경기도","의정부시",5816250,3.68,3249,3.95
2018,11,4,"sun","경기도","안양시",5373250,4.2,3100,4.55
2018,11,4,"sun","경기도","부천시",17078450,3.83,9277,4
2018,11,4,"sun","경기도","평택시",9993350,3.72,4587,3.78
2018,11,4,"sun","경기도","동두천시",8682950,3.73,4153,3.61
2018,11,4,"sun","경기도","고양시",355850,2.71,266,2.77
2018,11,4,"sun","경기도","구리시",14057700,1.64,7587,3.67
2018,11,4,"sun","경기도","남양주시",16102950,3.99,8345,4.24
2018,11,4,"sun","경기도","오산시",35575650,4.12,17135,4.25
2018,11,4,"sun","경기도","시흥시",1815000,3.74,916,3.8
2018,11,4,"sun","경기도","군포시",7393600,3.72,4047,3.8
2018,11,4,"sun","경기도","의왕시",7827750,0.93,4411,3.69
2018,11,4,"sun","경기도","하남시",4065500,4.59,83,4.74
2018,11,4,"sun","경기도","용인시",135420600,3.75,72014,3.86
2018,11,4,"sun","경기도","파주시",32570600,3.64,15850,3.58
2018,11,4,"sun","경기도","이천시",20714400,4.01,8264,4.03
2018,11,4,"sun","경기도","화성시",113731130,4.05,54400,4.22
2018,11,4,"sun","경기도","양주시",21206650,3.76,10681,3.75
2018,11,4,"sun","경기도","포천시",9411700,3.92,4242,3.81
2018,11,4,"sun","경기도","여주시",6883800,4.15,2710,4.11
2018,11,5,"mon","경기도","수원시장안구",28456500,3.18,15894,3.43
2018,11,5,"mon","경기도","수원시권선구",42402850,3.22,23593,3.48
2018,11,5,"mon","경기도","수원시팔달구",13763500,3.34,8099,3.65
2018,11,5,"mon","경기도","수원시영통구",53800350,3.46,30682,3.68
2018,11,5,"mon","경기도","성남시중원구",161300,3.11,114,3.7
2018,11,5,"mon","경기도","성남시분당구",524850,3.47,349,3.66
2018,11,5,"mon","경기도","의정부시",5326950,3.37,2915,3.54
2018,11,5,"mon","경기도","안양시",3681950,2.88,2205,3.24
2018,11,5,"mon","경기도","부천시",15138900,3.39,8534,3.68
2018,11,5,"mon","경기도","평택시",9145400,3.4,4347,3.58
2018,11,5,"mon","경기도","동두천시",7477100,3.21,3866,3.36
2018,11,5,"mon","경기도","고양시",400400,3.05,258,2.69
2018,11,5,"mon","경기도","구리시",40457700,4.71,7647,3.7
2018,11,5,"mon","경기도","남양주시",13462350,3.34,7034,3.57
2018,11,5,"mon","경기도","오산시",28744600,3.33,14419,3.58
2018,11,5,"mon","경기도","시흥시",1573450,3.25,845,3.51
2018,11,5,"mon","경기도","군포시",6623050,3.33,3893,3.66
2018,11,5,"mon","경기도","의왕시",47584800,5.68,4323,3.62
2018,11,5,"mon","경기도","하남시",3304000,3.73,67,3.83
2018,11,5,"mon","경기도","용인시",122499200,3.39,67160,3.6
2018,11,5,"mon","경기도","파주시",30446100,3.41,15934,3.6
2018,11,5,"mon","경기도","이천시",18148200,3.52,7329,3.57
2018,11,5,"mon","경기도","화성시",93356190,3.32,45975,3.57
2018,11,5,"mon","경기도","양주시",19246300,3.41,10253,3.6
2018,11,5,"mon","경기도","포천시",8734750,3.64,4006,3.59
2018,11,5,"mon","경기도","여주시",5523200,3.33,2246,3.41
2018,11,6,"tue","경기도","수원시장안구",25182550,2.81,14412,3.11
2018,11,6,"tue","경기도","수원시권선구",37874650,2.87,21973,3.24
2018,11,6,"tue","경기도","수원시팔달구",12276750,2.98,7256,3.27
2018,11,6,"tue","경기도","수원시영통구",44536900,2.86,26781,3.21
2018,11,6,"tue","경기도","성남시중원구",147700,2.85,109,3.53
2018,11,6,"tue","경기도","성남시분당구",530600,3.5,351,3.68
2018,11,6,"tue","경기도","의정부시",4653600,2.95,2689,3.27
2018,11,6,"tue","경기도","안양시",3593350,2.81,2106,3.09
2018,11,6,"tue","경기도","부천시",13210900,2.96,7710,3.32
2018,11,6,"tue","경기도","평택시",7972500,2.97,4036,3.32
2018,11,6,"tue","경기도","동두천시",6757300,2.9,3549,3.08
2018,11,6,"tue","경기도","고양시",355150,2.71,308,3.21
2018,11,6,"tue","경기도","구리시",29854300,3.47,6682,3.24
2018,11,6,"tue","경기도","남양주시",11772800,2.92,6237,3.17
2018,11,6,"tue","경기도","오산시",28062950,3.25,14915,3.7
2018,11,6,"tue","경기도","시흥시",1471100,3.03,787,3.27
2018,11,6,"tue","경기도","군포시",5817400,2.92,3519,3.31
2018,11,6,"tue","경기도","의왕시",23469750,2.8,3914,3.28
2018,11,6,"tue","경기도","하남시",3472000,3.92,66,3.77
2018,11,6,"tue","경기도","용인시",107208550,2.97,61187,3.28
2018,11,6,"tue","경기도","파주시",28810700,3.22,15549,3.51
2018,11,6,"tue","경기도","이천시",15387200,2.98,6695,3.26
2018,11,6,"tue","경기도","화성시",79678820,2.83,40478,3.14
2018,11,6,"tue","경기도","광주시",57700,2.12,28,2.2
2018,11,6,"tue","경기도","양주시",17682200,3.14,9581,3.36
2018,11,6,"tue","경기도","포천시",7663800,3.19,3725,3.34
2018,11,6,"tue","경기도","여주시",5142800,3.1,2178,3.3
2018,11,7,"wed","경기도","수원시장안구",27241250,3.04,15741,3.4
2018,11,7,"wed","경기도","수원시권선구",39053950,2.96,22283,3.29
2018,11,7,"wed","경기도","수원시팔달구",12585350,3.05,7699,3.47
2018,11,7,"wed","경기도","수원시영통구",46328350,2.98,27816,3.34
2018,11,7,"wed","경기도","성남시중원구",140800,2.72,90,2.92
2018,11,7,"wed","경기도","성남시분당구",388200,2.56,297,3.12
2018,11,7,"wed","경기도","의정부시",4750250,3.01,2612,3.18
2018,11,7,"wed","경기도","안양시",3997350,3.13,2422,3.56
2018,11,7,"wed","경기도","부천시",12880800,2.89,7663,3.3
2018,11,7,"wed","경기도","평택시",7752350,2.88,3934,3.24
2018,11,7,"wed","경기도","동두천시",6939350,2.98,3704,3.22
2018,11,7,"wed","경기도","고양시",399350,3.05,327,3.41
2018,11,7,"wed","경기도","구리시",29777050,3.46,7009,3.39
2018,11,7,"wed","경기도","남양주시",12643750,3.13,6840,3.47
2018,11,7,"wed","경기도","오산시",21712950,2.51,11823,2.93
2018,11,7,"wed","경기도","시흥시",1428550,2.95,795,3.3
2018,11,7,"wed","경기도","군포시",6032450,3.03,3812,3.58
2018,11,7,"wed","경기도","의왕시",27955300,3.34,4016,3.36
2018,11,7,"wed","경기도","하남시",2931000,3.31,60,3.43
2018,11,7,"wed","경기도","용인시",109161700,3.02,61832,3.32
2018,11,7,"wed","경기도","파주시",27192250,3.04,14469,3.27
2018,11,7,"wed","경기도","이천시",15821800,3.07,6786,3.31
2018,11,7,"wed","경기도","화성시",82455340,2.93,41777,3.24
2018,11,7,"wed","경기도","광주시",84500,3.11,42,3.31
2018,11,7,"wed","경기도","양주시",16753400,2.97,9159,3.21
2018,11,7,"wed","경기도","포천시",7195150,3,3570,3.2
2018,11,7,"wed","경기도","여주시",5055600,3.05,2134,3.24
2018,11,8,"thu","경기도","수원시장안구",21247350,2.37,12086,2.61
2018,11,8,"thu","경기도","수원시권선구",29787450,2.26,16753,2.47
2018,11,8,"thu","경기도","수원시팔달구",8990350,2.18,5417,2.44
2018,11,8,"thu","경기도","수원시영통구",35973800,2.31,21002,2.52
2018,11,8,"thu","경기도","성남시중원구",112650,2.17,72,2.33
2018,11,8,"thu","경기도","성남시분당구",343400,2.27,250,2.62
2018,11,8,"thu","경기도","의정부시",3730650,2.36,2033,2.47
2018,11,8,"thu","경기도","안양시",2599900,2.03,1486,2.18
2018,11,8,"thu","경기도","부천시",11173300,2.51,6246,2.69
2018,11,8,"thu","경기도","평택시",5643000,2.1,2854,2.35
2018,11,8,"thu","경기도","동두천시",5090450,2.19,2685,2.33
2018,11,8,"thu","경기도","고양시",407400,3.11,332,3.46
2018,11,8,"thu","경기도","구리시",19183550,2.23,5175,2.51
2018,11,8,"thu","경기도","남양주시",9880200,2.45,5075,2.58
2018,11,8,"thu","경기도","오산시",16121150,1.87,8245,2.04
2018,11,8,"thu","경기도","시흥시",1067450,2.2,549,2.28
2018,11,8,"thu","경기도","군포시",4141800,2.08,2508,2.36
2018,11,8,"thu","경기도","의왕시",18075350,2.16,2920,2.45
2018,11,8,"thu","경기도","하남시",3270500,3.7,65,3.71
2018,11,8,"thu","경기도","용인시",83872750,2.32,46479,2.49
2018,11,8,"thu","경기도","파주시",22059350,2.47,11524,2.6
2018,11,8,"thu","경기도","이천시",11672450,2.26,4967,2.42
2018,11,8,"thu","경기도","화성시",64543570,2.3,31595,2.45
2018,11,8,"thu","경기도","광주시",85150,3.13,35,2.76
2018,11,8,"thu","경기도","양주시",13347300,2.37,7082,2.49
2018,11,8,"thu","경기도","포천시",5425200,2.26,2629,2.36
2018,11,8,"thu","경기도","여주시",3900800,2.35,1617,2.45
2018,11,9,"fri","경기도","수원시장안구",30221250,3.38,16739,3.61
2018,11,9,"fri","경기도","수원시권선구",46319100,3.51,24518,3.62
2018,11,9,"fri","경기도","수원시팔달구",14303400,3.47,7984,3.6
2018,11,9,"fri","경기도","수원시영통구",53397100,3.43,29783,3.57
2018,11,9,"fri","경기도","성남시중원구",164800,3.18,125,4.05
2018,11,9,"fri","경기도","성남시분당구",558750,3.69,371,3.89
2018,11,9,"fri","경기도","의정부시",5662550,3.58,3014,3.66
2018,11,9,"fri","경기도","안양시",4526750,3.54,2539,3.73
2018,11,9,"fri","경기도","부천시",15710300,3.52,8633,3.72
2018,11,9,"fri","경기도","평택시",9677350,3.6,4579,3.77
2018,11,9,"fri","경기도","동두천시",9067350,3.89,4568,3.97
2018,11,9,"fri","경기도","고양시",510900,3.9,379,3.95
2018,11,9,"fri","경기도","구리시",31764900,3.69,7743,3.75
2018,11,9,"fri","경기도","남양주시",15014650,3.72,7462,3.79
2018,11,9,"fri","경기도","오산시",32260300,3.74,15230,3.78
2018,11,9,"fri","경기도","시흥시",1601400,3.3,887,3.68
2018,11,9,"fri","경기도","군포시",6559350,3.3,3725,3.5
2018,11,9,"fri","경기도","의왕시",30585250,3.65,4446,3.72
2018,11,9,"fri","경기도","하남시",2385000,2.69,59,3.37
2018,11,9,"fri","경기도","용인시",125527750,3.48,67381,3.61
2018,11,9,"fri","경기도","파주시",33100600,3.7,16751,3.78
2018,11,9,"fri","경기도","이천시",20152250,3.91,7874,3.84
2018,11,9,"fri","경기도","화성시",98223440,3.49,46650,3.62
2018,11,9,"fri","경기도","광주시",126100,4.64,67,5.28
2018,11,9,"fri","경기도","양주시",22296200,3.95,11239,3.94
2018,11,9,"fri","경기도","포천시",9708500,4.05,4414,3.96
2018,11,9,"fri","경기도","여주시",6407800,3.86,2508,3.8
2018,11,10,"sat","경기도","수원시장안구",28761950,3.21,14545,3.14
2018,11,10,"sat","경기도","수원시권선구",44113950,3.35,22266,3.28
2018,11,10,"sat","경기도","수원시팔달구",13829250,3.36,7373,3.32
2018,11,10,"sat","경기도","수원시영통구",51844650,3.33,27170,3.26
2018,11,10,"sat","경기도","성남시중원구",208500,4.02,99,3.21
2018,11,10,"sat","경기도","성남시분당구",479800,3.17,309,3.24
2018,11,10,"sat","경기도","의정부시",5756300,3.64,2781,3.38
2018,11,10,"sat","경기도","안양시",4387850,3.43,2287,3.36
2018,11,10,"sat","경기도","부천시",15443050,3.46,8104,3.49
2018,11,10,"sat","경기도","평택시",9385950,3.49,4111,3.38
2018,11,10,"sat","경기도","동두천시",8374950,3.6,3743,3.25
2018,11,10,"sat","경기도","고양시",477050,3.64,357,3.72
2018,11,10,"sat","경기도","구리시",22375600,2.6,6552,3.17
2018,11,10,"sat","경기도","남양주시",14040800,3.48,6507,3.3
2018,11,10,"sat","경기도","오산시",30967850,3.59,13802,3.42
2018,11,10,"sat","경기도","시흥시",1469300,3.03,762,3.16
2018,11,10,"sat","경기도","군포시",6691200,3.36,3490,3.28
2018,11,10,"sat","경기도","의왕시",22713750,2.71,4102,3.44
2018,11,10,"sat","경기도","하남시",3478500,3.93,65,3.71
2018,11,10,"sat","경기도","용인시",121867600,3.37,61444,3.29
2018,11,10,"sat","경기도","파주시",32311400,3.61,14917,3.37
2018,11,10,"sat","경기도","이천시",19750200,3.83,7259,3.54
2018,11,10,"sat","경기도","화성시",94310260,3.36,41896,3.25
2018,11,10,"sat","경기도","광주시",98450,3.62,36,2.83
2018,11,10,"sat","경기도","양주시",21109100,3.74,9954,3.49
2018,11,10,"sat","경기도","포천시",9930300,4.14,4198,3.77
2018,11,10,"sat","경기도","여주시",6893850,4.15,2475,3.75
2018,11,11,"sun","경기도","수원시장안구",37468750,4.19,18252,3.94
2018,11,11,"sun","경기도","수원시권선구",56241250,4.27,27187,4.01
2018,11,11,"sun","경기도","수원시팔달구",15289700,3.71,7854,3.54
2018,11,11,"sun","경기도","수원시영통구",61963700,3.98,31067,3.73
2018,11,11,"sun","경기도","성남시중원구",275900,5.33,133,4.31
2018,11,11,"sun","경기도","성남시분당구",496750,3.28,319,3.35
2018,11,11,"sun","경기도","의정부시",6669850,4.22,3227,3.92
2018,11,11,"sun","경기도","안양시",5926600,4.63,3150,4.63
2018,11,11,"sun","경기도","부천시",18802200,4.22,9226,3.98
2018,11,11,"sun","경기도","평택시",11051100,4.11,4611,3.8
2018,11,11,"sun","경기도","동두천시",8258750,3.55,3717,3.23
2018,11,11,"sun","경기도","고양시",392500,2.99,296,3.09
2018,11,11,"sun","경기도","구리시",15726500,1.83,7760,3.76
2018,11,11,"sun","경기도","남양주시",17420050,4.32,8266,4.2
2018,11,11,"sun","경기도","오산시",38363600,4.44,16661,4.13
2018,11,11,"sun","경기도","시흥시",2101150,4.33,973,4.04
2018,11,11,"sun","경기도","군포시",7818550,3.93,3954,3.72
2018,11,11,"sun","경기도","의왕시",8082850,0.97,4246,3.56
2018,11,11,"sun","경기도","하남시",3805500,4.3,67,3.83
2018,11,11,"sun","경기도","용인시",142282050,3.94,70014,3.75
2018,11,11,"sun","경기도","파주시",34250150,3.83,15612,3.52
2018,11,11,"sun","경기도","이천시",23271050,4.51,7988,3.89
2018,11,11,"sun","경기도","화성시",121313230,4.32,53177,4.12
2018,11,11,"sun","경기도","광주시",126200,4.65,59,4.65
2018,11,11,"sun","경기도","양주시",23872400,4.23,10583,3.71
2018,11,11,"sun","경기도","포천시",10750350,4.48,4162,3.73
2018,11,11,"sun","경기도","여주시",7745100,4.67,2709,4.11
2018,11,12,"mon","경기도","수원시장안구",31428900,3.51,16233,3.5
2018,11,12,"mon","경기도","수원시권선구",46719400,3.55,24072,3.55
2018,11,12,"mon","경기도","수원시팔달구",15771500,3.83,8468,3.81
2018,11,12,"mon","경기도","수원시영통구",60130600,3.86,31936,3.83
2018,11,12,"mon","경기도","성남시중원구",157650,3.04,111,3.6
2018,11,12,"mon","경기도","성남시분당구",507950,3.36,363,3.81
2018,11,12,"mon","경기도","의정부시",5922900,3.75,2986,3.63
2018,11,12,"mon","경기도","안양시",4230350,3.31,2232,3.28
2018,11,12,"mon","경기도","부천시",16350650,3.67,8531,3.68
2018,11,12,"mon","경기도","평택시",9781100,3.64,4426,3.64
2018,11,12,"mon","경기도","동두천시",6879700,2.95,3266,2.84
2018,11,12,"mon","경기도","고양시",451550,3.44,351,3.66
2018,11,12,"mon","경기도","구리시",49316800,5.74,7918,3.83
2018,11,12,"mon","경기도","남양주시",15083350,3.74,7144,3.63
2018,11,12,"mon","경기도","오산시",32071150,3.71,14840,3.68
2018,11,12,"mon","경기도","시흥시",1466750,3.03,811,3.37
2018,11,12,"mon","경기도","군포시",7451200,3.75,4037,3.8
2018,11,12,"mon","경기도","의왕시",56461050,6.74,4410,3.69
2018,11,12,"mon","경기도","용인시",134195050,3.72,69193,3.71
2018,11,12,"mon","경기도","파주시",33831300,3.78,16123,3.64
2018,11,12,"mon","경기도","이천시",19875050,3.85,7441,3.63
2018,11,12,"mon","경기도","화성시",104646140,3.72,47993,3.72
2018,11,12,"mon","경기도","광주시",128600,4.73,63,4.96
2018,11,12,"mon","경기도","양주시",21368150,3.79,10602,3.72
2018,11,12,"mon","경기도","포천시",9270650,3.86,4132,3.71
2018,11,12,"mon","경기도","여주시",6658300,4.01,2475,3.75
2018,11,13,"tue","경기도","수원시장안구",28110550,3.14,15011,3.24
2018,11,13,"tue","경기도","수원시권선구",42704200,3.24,23032,3.4
2018,11,13,"tue","경기도","수원시팔달구",13670050,3.32,7513,3.38
2018,11,13,"tue","경기도","수원시영통구",50163750,3.22,27800,3.34
2018,11,13,"tue","경기도","성남시중원구",178450,3.44,92,2.98
2018,11,13,"tue","경기도","성남시분당구",547700,3.62,349,3.66
2018,11,13,"tue","경기도","의정부시",5259050,3.33,2867,3.49
2018,11,13,"tue","경기도","안양시",3995450,3.12,2182,3.2
2018,11,13,"tue","경기도","부천시",14741600,3.31,7873,3.39
2018,11,13,"tue","경기도","평택시",8303350,3.09,3928,3.23
2018,11,13,"tue","경기도","동두천시",7967250,3.42,3776,3.28
2018,11,13,"tue","경기도","고양시",439300,3.35,344,3.59
2018,11,13,"tue","경기도","구리시",32878950,3.82,6909,3.35
2018,11,13,"tue","경기도","남양주시",13034950,3.23,6616,3.36
2018,11,13,"tue","경기도","오산시",28731600,3.33,13731,3.41
2018,11,13,"tue","경기도","시흥시",1624450,3.35,827,3.43
2018,11,13,"tue","경기도","군포시",6419250,3.23,3560,3.35
2018,11,13,"tue","경기도","의왕시",27991650,3.34,4071,3.41
2018,11,13,"tue","경기도","용인시",117257850,3.25,62977,3.38
2018,11,13,"tue","경기도","파주시",31262050,3.5,15745,3.55
2018,11,13,"tue","경기도","이천시",17388050,3.37,6929,3.38
2018,11,13,"tue","경기도","화성시",88480560,3.15,42421,3.29
2018,11,13,"tue","경기도","광주시",102900,3.79,53,4.17
2018,11,13,"tue","경기도","양주시",19264300,3.42,9765,3.43
2018,11,13,"tue","경기도","포천시",8380450,3.49,3840,3.45
2018,11,13,"tue","경기도","여주시",5701800,3.43,2177,3.3
2018,11,14,"wed","경기도","수원시장안구",29342950,3.28,16132,3.48
2018,11,14,"wed","경기도","수원시권선구",42017900,3.19,22760,3.36
2018,11,14,"wed","경기도","수원시팔달구",13662900,3.32,7772,3.5
2018,11,14,"wed","경기도","수원시영통구",50267250,3.23,28574,3.43
2018,11,14,"wed","경기도","성남시중원구",174850,3.38,116,3.76
2018,11,14,"wed","경기도","성남시분당구",448650,2.96,307,3.22
2018,11,14,"wed","경기도","의정부시",5035250,3.19,2725,3.31
2018,11,14,"wed","경기도","안양시",4273600,3.34,2364,3.47
2018,11,14,"wed","경기도","부천시",13246900,2.97,7331,3.16
2018,11,14,"wed","경기도","평택시",8930000,3.32,4212,3.47
2018,11,14,"wed","경기도","동두천시",8552250,3.67,4212,3.66
2018,11,14,"wed","경기도","고양시",422100,3.22,337,3.51
2018,11,14,"wed","경기도","구리시",29628100,3.45,7103,3.44
2018,11,14,"wed","경기도","남양주시",13347900,3.31,6901,3.5
2018,11,14,"wed","경기도","오산시",29943250,3.47,14544,3.61
2018,11,14,"wed","경기도","시흥시",1673150,3.45,851,3.53
2018,11,14,"wed","경기도","군포시",6762700,3.4,3826,3.6
2018,11,14,"wed","경기도","의왕시",32080550,3.83,4159,3.48
2018,11,14,"wed","경기도","하남시",3089500,3.49,64,3.66
2018,11,14,"wed","경기도","용인시",116455800,3.22,63637,3.41
2018,11,14,"wed","경기도","파주시",29826200,3.34,15146,3.42
2018,11,14,"wed","경기도","이천시",17476200,3.39,7094,3.46
2018,11,14,"wed","경기도","화성시",87367860,3.11,42153,3.27
2018,11,14,"wed","경기도","광주시",86400,3.18,45,3.54
2018,11,14,"wed","경기도","양주시",18291450,3.24,9544,3.35
2018,11,14,"wed","경기도","포천시",7976750,3.32,3726,3.34
2018,11,14,"wed","경기도","여주시",5091100,3.07,2153,3.26
2018,11,15,"thu","경기도","수원시장안구",30457650,3.4,16336,3.53
2018,11,15,"thu","경기도","수원시권선구",41729700,3.17,22042,3.25
2018,11,15,"thu","경기도","수원시팔달구",13210400,3.21,7417,3.34
2018,11,15,"thu","경기도","수원시영통구",49335750,3.17,27334,3.28
2018,11,15,"thu","경기도","성남시중원구",151100,2.92,96,3.11
2018,11,15,"thu","경기도","성남시분당구",417300,2.76,301,3.16
2018,11,15,"thu","경기도","의정부시",4857300,3.07,2621,3.19
2018,11,15,"thu","경기도","안양시",3476350,2.72,1906,2.8
2018,11,15,"thu","경기도","부천시",13664650,3.06,7199,3.1
2018,11,15,"thu","경기도","평택시",9013600,3.35,4029,3.32
2018,11,15,"thu","경기도","동두천시",7869350,3.38,3842,3.34
2018,11,15,"thu","경기도","고양시",526850,4.02,408,4.25
2018,11,15,"thu","경기도","구리시",24870700,2.89,6862,3.32
2018,11,15,"thu","경기도","남양주시",13351849,3.31,6717,3.41
2018,11,15,"thu","경기도","오산시",28608500,3.31,13704,3.4
2018,11,15,"thu","경기도","시흥시",1599050,3.3,781,3.24
2018,11,15,"thu","경기도","군포시",6095150,3.06,3381,3.18
2018,11,15,"thu","경기도","의왕시",22655550,2.71,3834,3.21
2018,11,15,"thu","경기도","하남시",3277000,3.7,63,3.6
2018,11,15,"thu","경기도","용인시",115561550,3.2,61472,3.3
2018,11,15,"thu","경기도","파주시",28714750,3.21,14811,3.34
2018,11,15,"thu","경기도","이천시",16828750,3.26,6653,3.24
2018,11,15,"thu","경기도","화성시",88820760,3.16,41936,3.25
2018,11,15,"thu","경기도","광주시",85000,3.13,44,3.46
2018,11,15,"thu","경기도","양주시",19389400,3.44,9910,3.48
2018,11,15,"thu","경기도","포천시",7269250,3.03,3554,3.19
2018,11,15,"thu","경기도","여주시",5453900,3.29,2166,3.28
2018,11,16,"fri","경기도","수원시장안구",29132350,3.25,14985,3.23
2018,11,16,"fri","경기도","수원시권선구",43951300,3.34,22233,3.28
2018,11,16,"fri","경기도","수원시팔달구",13381750,3.25,7106,3.2
