"year","month","sido","signgu","quantity_ton"
2019,12,"경기도","평택시",219733
2019,12,"경기도","동두천시",197532
2019,12,"경기도","고양시",3237
2019,12,"경기도","과천시",7540
2019,12,"경기도","구리시",704469
2019,12,"경기도","남양주시",555821
2019,12,"경기도","오산시",795965
2019,12,"경기도","시흥시",325485
2019,12,"경기도","군포시",195947
2019,12,"경기도","의왕시",701487
2019,12,"경기도","하남시",117359
2019,12,"경기도","용인시",3401516
2019,12,"경기도","파주시",771987
2019,12,"경기도","이천시",433233
2019,12,"경기도","화성시",2757505
2019,12,"경기도","양주시",535547
2019,12,"경기도","포천시",200657
2019,12,"경기도","여주시",135473
2020,1,"경기도","수원시장안구",794597
2020,1,"경기도","수원시권선구",1189010
2020,1,"경기도","수원시팔달구",369204
2020,1,"경기도","수원시영통구",1494028
2020,1,"경기도","성남시중원구",11135
2020,1,"경기도","성남시분당구",14331
2020,1,"경기도","의정부시",211846
2020,1,"경기도","안양시",165023
2020,1,"경기도","부천시",613053
2020,1,"경기도","평택시",233261
2020,1,"경기도","동두천시",207701
2020,1,"경기도","고양시",14904
2020,1,"경기도","과천시",7969
2020,1,"경기도","구리시",770878
2020,1,"경기도","남양주시",583264
2020,1,"경기도","오산시",823256
2020,1,"경기도","시흥시",337840
2020,1,"경기도","군포시",204810
2020,1,"경기도","의왕시",691075
2020,1,"경기도","하남시",117311
2020,1,"경기도","용인시",3509464
2020,1,"경기도","파주시",815777
2020,1,"경기도","이천시",459103
2020,1,"경기도","화성시",2826512
2020,1,"경기도","양주시",576446
2020,1,"경기도","포천시",218057
2020,1,"경기도","여주시",147894
2020,3,"경기도","수원시장안구",779976
2020,3,"경기도","수원시권선구",1148504
2020,3,"경기도","수원시팔달구",359743
2020,3,"경기도","수원시영통구",1491826
2020,3,"경기도","성남시중원구",10569
2020,3,"경기도","성남시분당구",14102
2020,3,"경기도","의정부시",222673
2020,3,"경기도","안양시",202129
2020,3,"경기도","부천시",595442
2020,3,"경기도","평택시",230767
2020,3,"경기도","동두천시",215291
2020,3,"경기도","고양시",26808
2020,3,"경기도","과천시",8159
2020,3,"경기도","구리시",718297
2020,3,"경기도","남양주시",569137
2020,3,"경기도","오산시",797319
2020,3,"경기도","시흥시",343012
2020,3,"경기도","군포시",200308
2020,3,"경기도","의왕시",704351
2020,3,"경기도","하남시",145796
2020,3,"경기도","용인시",3516323
2020,3,"경기도","파주시",807733
2020,3,"경기도","이천시",453787
2020,3,"경기도","화성시",2837471
2020,3,"경기도","양주시",554261
2020,3,"경기도","포천시",210046
2020,3,"경기도","여주시",145402
2020,4,"경기도","수원시장안구",726822
2020,4,"경기도","수원시권선구",1063592
2020,4,"경기도","수원시팔달구",330892
2020,4,"경기도","수원시영통구",1402367
2020,4,"경기도","성남시중원구",10029
2020,4,"경기도","성남시분당구",13148
2020,4,"경기도","의정부시",214482
2020,4,"경기도","안양시",203341
2020,4,"경기도","부천시",549657
2020,4,"경기도","평택시",222590
2020,4,"경기도","동두천시",203931
2020,4,"경기도","고양시",30388
2020,4,"경기도","과천시",7595
2020,4,"경기도","구리시",643979
2020,4,"경기도","남양주시",534005
2020,4,"경기도","오산시",750350
2020,4,"경기도","시흥시",322757
2020,4,"경기도","군포시",188048
2020,4,"경기도","의왕시",667610
2020,4,"경기도","하남시",136545
2020,4,"경기도","용인시",3244742
2020,4,"경기도","파주시",757780
2020,4,"경기도","이천시",422269
2020,4,"경기도","화성시",2681095
2020,4,"경기도","양주시",524520
2020,4,"경기도","포천시",198223
2020,4,"경기도","여주시",134224
2020,5,"경기도","수원시장안구",825751
2020,5,"경기도","수원시권선구",1221386
2020,5,"경기도","수원시팔달구",380184
2020,5,"경기도","수원시영통구",1585159
2020,5,"경기도","성남시중원구",11458
2020,5,"경기도","성남시분당구",15019
2020,5,"경기도","의정부시",249092
2020,5,"경기도","안양시",241692
2020,5,"경기도","부천시",664007
2020,5,"경기도","평택시",255851
2020,5,"경기도","동두천시",231098
2020,5,"경기도","고양시",39916
2020,5,"경기도","과천시",8745
2020,5,"경기도","구리시",748390
2020,5,"경기도","남양주시",621443
2020,5,"경기도","오산시",875800
2020,5,"경기도","시흥시",373895
2020,5,"경기도","군포시",220047
2020,5,"경기도","의왕시",731292
2020,5,"경기도","하남시",162713
2020,5,"경기도","용인시",3708838
2020,5,"경기도","파주시",865849
2020,5,"경기도","이천시",489319
2020,5,"경기도","화성시",3112596
2020,5,"경기도","양주시",602376
2020,5,"경기도","포천시",223619
2020,5,"경기도","여주시",154390
2020,6,"경기도","수원시장안구",874155
2020,6,"경기도","수원시권선구",1302767
2020,6,"경기도","수원시팔달구",404777
2020,6,"경기도","수원시영통구",1668315
2020,6,"경기도","성남시중원구",12640
2020,6,"경기도","성남시분당구",15855
2020,6,"경기도","의정부시",266087
2020,6,"경기도","안양시",252937
2020,6,"경기도","부천시",706676
2020,6,"경기도","평택시",265842
2020,6,"경기도","동두천시",246779
2020,6,"경기도","고양시",44455
2020,6,"경기도","과천시",9385
2020,6,"경기도","구리시",817283
2020,6,"경기도","남양주시",661823
2020,6,"경기도","오산시",915400
2020,6,"경기도","시흥시",386598
2020,6,"경기도","군포시",237298
2020,6,"경기도","의왕시",787597
2020,6,"경기도","하남시",176909
2020,6,"경기도","용인시",3907487
2020,6,"경기도","파주시",904489
2020,6,"경기도","이천시",517728
2020,6,"경기도","화성시",3233839
2020,6,"경기도","양주시",643767
2020,6,"경기도","포천시",231813
2020,6,"경기도","여주시",161584
2020,7,"경기도","수원시장안구",916380
2020,7,"경기도","수원시권선구",1371864
2020,7,"경기도","수원시팔달구",422341
2020,7,"경기도","수원시영통구",1745028
2020,7,"경기도","성남시중원구",12875
2020,7,"경기도","성남시분당구",15725
2020,7,"경기도","의정부시",279751
2020,7,"경기도","안양시",265793
2020,7,"경기도","부천시",735219
2020,7,"경기도","평택시",287298
2020,7,"경기도","동두천시",261929
2020,7,"경기도","고양시",41524
2020,7,"경기도","과천시",9669
2020,7,"경기도","구리시",808494
2020,7,"경기도","남양주시",687293
2020,7,"경기도","오산시",968278
2020,7,"경기도","시흥시",491099
2020,7,"경기도","군포시",243256
2020,7,"경기도","의왕시",813859
2020,7,"경기도","하남시",184411
2020,7,"경기도","용인시",4065464
2020,7,"경기도","파주시",957492
2020,7,"경기도","이천시",556253
2020,7,"경기도","화성시",3391989
2020,7,"경기도","양주시",690152
2020,7,"경기도","포천시",246860
2020,7,"경기도","여주시",176551
